drug_id	target_id	action
DB00463	BE0004797	potentiator
DB00463	BE0004797	antagonist
DB00463	BE0004797	positive allosteric modulator
DB00464	BE0000380	inhibitor
DB00464	BE0000943	inhibitor
DB00465	BE0000262	inhibitor
DB00465	BE0000017	inhibitor
DB00466	BE0000129	antagonist
DB00466	BE0000795	antagonist
DB00466	BE0000745	antagonist
DB00466	BE0000414	antagonist
DB00466	BE0000433	antagonist
DB00467	BE0000366	inhibitor
DB00467	BE0000429	inhibitor
DB00467	BE0000742	inhibitor
DB00468	BE0004805	antagonist
DB00468	BE0004805	other
DB00468	BE0004805	inhibitor
DB00468	BE0000866	antagonist
DB00468	BE0000866	other
DB00468	BE0000866	inhibitor
DB00468	BE0000415	antagonist
DB00468	BE0000415	other
DB00468	BE0000415	inhibitor
DB00469	BE0000262	inhibitor
DB00469	BE0000017	inhibitor
DB00470	BE0000061	agonist
DB00470	BE0000095	agonist
DB00471	BE0000705	antagonist
DB00471	BE0000705	other/unknown
DB00471	BE0000248	antagonist
DB00471	BE0000248	other/unknown
DB00472	BE0000749	inhibitor
DB00472	BE0000749	antagonist
DB00472	BE0000533	inhibitor
DB00472	BE0000533	antagonist
DB00472	BE0000738	inhibitor
DB00472	BE0000738	antagonist
DB00472	BE0003585	inhibitor
DB00472	BE0003585	antagonist
DB00472	BE0003584	inhibitor
DB00472	BE0003584	antagonist
DB00472	BE0004552	inhibitor
DB00472	BE0004552	antagonist
DB00472	BE0000090	inhibitor
DB00472	BE0000090	antagonist
DB00473	BE0000197	inhibitor
DB00473	BE0000177	inhibitor
DB00474	BE0000795	antagonist
DB00475	BE0004797	positive allosteric modulator
DB00475	BE0004797	ligand
DB00475	BE0008668	positive allosteric modulator
DB00475	BE0008668	ligand
DB00476	BE0000749	inhibitor
DB00476	BE0000486	inhibitor
DB00476	BE0000647	inhibitor
DB00477	BE0000756	antagonist
DB00477	BE0000756	inhibitor
DB00477	BE0000756	binder
DB00477	BE0000020	antagonist
DB00477	BE0000020	inhibitor
DB00477	BE0000020	binder
DB00477	BE0000291	antagonist
DB00477	BE0000291	inhibitor
DB00477	BE0000291	binder
DB00477	BE0000451	antagonist
DB00477	BE0000451	inhibitor
DB00477	BE0000451	binder
DB00477	BE0000501	antagonist
DB00477	BE0000501	inhibitor
DB00477	BE0000501	binder
DB00477	BE0000575	antagonist
DB00477	BE0000575	inhibitor
DB00477	BE0000575	binder
DB00477	BE0000442	antagonist
DB00477	BE0000442	inhibitor
DB00477	BE0000442	binder
DB00477	BE0000090	antagonist
DB00477	BE0000090	inhibitor
DB00477	BE0000090	binder
DB00477	BE0004889	antagonist
DB00477	BE0004889	inhibitor
DB00477	BE0004889	binder
DB00477	BE0000581	antagonist
DB00477	BE0000581	inhibitor
DB00477	BE0000581	binder
DB00477	BE0000389	antagonist
DB00477	BE0000389	inhibitor
DB00477	BE0000389	binder
DB00477	BE0000145	antagonist
DB00477	BE0000145	inhibitor
DB00477	BE0000145	binder
DB00477	BE0000533	antagonist
DB00477	BE0000533	inhibitor
DB00477	BE0000533	binder
DB00477	BE0004881	antagonist
DB00477	BE0004881	inhibitor
DB00477	BE0004881	binder
DB00477	BE0004863	antagonist
DB00477	BE0004863	inhibitor
DB00477	BE0004863	binder
DB00477	BE0004864	antagonist
DB00477	BE0004864	inhibitor
DB00477	BE0004864	binder
DB00477	BE0000092	antagonist
DB00477	BE0000092	inhibitor
DB00477	BE0000092	binder
DB00477	BE0000045	antagonist
DB00477	BE0000045	inhibitor
DB00477	BE0000045	binder
DB00477	BE0000973	antagonist
DB00477	BE0000973	inhibitor
DB00477	BE0000973	binder
DB00477	BE0000418	antagonist
DB00477	BE0000418	inhibitor
DB00477	BE0000418	binder
DB00477	BE0004879	antagonist
DB00477	BE0004879	inhibitor
DB00477	BE0004879	binder
DB00477	BE0000945	antagonist
DB00477	BE0000945	inhibitor
DB00477	BE0000945	binder
DB00477	BE0000650	antagonist
DB00477	BE0000650	inhibitor
DB00477	BE0000650	binder
DB00477	BE0000146	antagonist
DB00477	BE0000146	inhibitor
DB00477	BE0000146	binder
DB00478	BE0000630	other/unknown
DB00479	BE0000279	inhibitor
DB00480	BE0004755	inhibitor
DB00480	BE0004755	antagonist
DB00480	BE0004755	negative modulator
DB00480	BE0003517	inhibitor
DB00480	BE0003517	antagonist
DB00480	BE0003517	negative modulator
DB00480	BE0003403	inhibitor
DB00480	BE0003403	antagonist
DB00480	BE0003403	negative modulator
DB00480	BE0000262	inhibitor
DB00480	BE0000262	antagonist
DB00480	BE0000262	negative modulator
DB00481	BE0000123	agonist
DB00481	BE0000792	agonist
DB00481	BE0008982	agonist
DB00481	BE0008981	agonist
DB00482	BE0000262	inhibitor
DB00482	BE0001193	inhibitor
DB00482	BE0000322	inhibitor
DB00482	BE0003625	inhibitor
DB00482	BE0009698	inhibitor
DB00483	BE0000560	antagonist
DB00483	BE0000560	inhibitor
DB00483	BE0000426	antagonist
DB00483	BE0000426	inhibitor
DB00483	BE0000738	antagonist
DB00483	BE0000738	inhibitor
DB00483	BE0000092	antagonist
DB00483	BE0000092	inhibitor
DB00483	BE0000247	antagonist
DB00483	BE0000247	inhibitor
DB00484	BE0000289	agonist
DB00484	BE0000572	agonist
DB00484	BE0000342	agonist
DB00485	BE0009126	inhibitor
DB00485	BE0004335	inhibitor
DB00485	BE0004644	inhibitor
DB00485	BE0004643	inhibitor
DB00485	BE0004290	inhibitor
DB00485	BE0003624	inhibitor
DB00486	BE0000095	partial agonist
DB00486	BE0000061	partial agonist
DB00487	BE0000429	inhibitor
DB00487	BE0000366	inhibitor
DB00487	BE0000742	inhibitor
DB00487	BE0004950	inhibitor
DB00488	BE0004796	other/unknown
DB00489	BE0000090	inhibitor
DB00489	BE0000090	antagonist
DB00489	BE0000172	inhibitor
DB00489	BE0000172	antagonist
DB00489	BE0000694	inhibitor
DB00489	BE0000694	antagonist
DB00490	BE0000291	partial agonist
DB00490	BE0000291	antagonist
DB00490	BE0000756	partial agonist
DB00490	BE0000756	antagonist
DB00490	BE0000581	partial agonist
DB00490	BE0000581	antagonist
DB00490	BE0000389	partial agonist
DB00490	BE0000389	antagonist
DB00490	BE0004863	partial agonist
DB00490	BE0004863	antagonist
DB00491	BE0000837	antagonist
DB00491	BE0000837	inhibitor
DB00491	BE0000876	antagonist
DB00491	BE0000876	inhibitor
DB00491	BE0004698	antagonist
DB00491	BE0004698	inhibitor
DB00491	BE0004699	antagonist
DB00491	BE0004699	inhibitor
DB00492	BE0000221	inhibitor
DB00493	BE0004335	inhibitor
DB00493	BE0004644	inhibitor
DB00493	BE0000790	inhibitor
DB00493	BE0004290	inhibitor
DB00493	BE0003624	inhibitor
DB00493	BE0001066	inhibitor
DB00493	BE0003645	inhibitor
DB00493	BE0000879	inhibitor
DB00493	BE0003646	inhibitor
DB00493	BE0001018	inhibitor
DB00493	BE0000530	inhibitor
DB00493	BE0008388	inhibitor
DB00493	BE0001134	inhibitor
DB00494	BE0002089	inhibitor
DB00495	BE0004136	inhibitor
DB00495	BE0002449	inhibitor
DB00496	BE0000045	antagonist
DB00496	BE0000092	antagonist
DB00496	BE0000560	antagonist
DB00496	BE0000405	antagonist
DB00496	BE0000247	antagonist
DB00497	BE0000770	agonist
DB00497	BE0000632	agonist
DB00497	BE0000420	agonist
DB00498	BE0000713	inhibitor
DB00499	BE0000132	antagonist
DB00499	BE0000132	agonist
DB00499	BE0003721	antagonist
DB00499	BE0003721	agonist
DB00499	BE0000956	antagonist
DB00499	BE0000956	agonist
DB00500	BE0000262	inhibitor
DB00500	BE0000017	inhibitor
DB00501	BE0000112	antagonist
DB00502	BE0000756	antagonist
DB00502	BE0000756	other/unknown
DB00502	BE0000756	inverse agonist
DB00502	BE0000020	antagonist
DB00502	BE0000020	other/unknown
DB00502	BE0000020	inverse agonist
DB00502	BE0000417	antagonist
DB00502	BE0000417	other/unknown
DB00502	BE0000417	inverse agonist
DB00502	BE0000451	antagonist
DB00502	BE0000451	other/unknown
DB00502	BE0000451	inverse agonist
DB00502	BE0000581	antagonist
DB00502	BE0000581	other/unknown
DB00502	BE0000581	inverse agonist
DB00502	BE0003478	antagonist
DB00502	BE0003478	other/unknown
DB00502	BE0003478	inverse agonist
DB00502	BE0000118	antagonist
DB00502	BE0000118	other/unknown
DB00502	BE0000118	inverse agonist
DB00502	BE0000533	antagonist
DB00502	BE0000533	other/unknown
DB00502	BE0000533	inverse agonist
DB00502	BE0000156	antagonist
DB00502	BE0000156	other/unknown
DB00502	BE0000156	inverse agonist
DB00502	BE0000442	antagonist
DB00502	BE0000442	other/unknown
DB00502	BE0000442	inverse agonist
DB00502	BE0000045	antagonist
DB00502	BE0000045	other/unknown
DB00502	BE0000045	inverse agonist
DB00502	BE0000501	antagonist
DB00502	BE0000501	other/unknown
DB00502	BE0000501	inverse agonist
DB00502	BE0000289	antagonist
DB00502	BE0000289	other/unknown
DB00502	BE0000289	inverse agonist
DB00502	BE0000572	antagonist
DB00502	BE0000572	other/unknown
DB00502	BE0000572	inverse agonist
DB00502	BE0000342	antagonist
DB00502	BE0000342	other/unknown
DB00502	BE0000342	inverse agonist
DB00502	BE0000291	antagonist
DB00502	BE0000291	other/unknown
DB00502	BE0000291	inverse agonist
DB00502	BE0000945	antagonist
DB00502	BE0000945	other/unknown
DB00502	BE0000945	inverse agonist
DB00502	BE0000650	antagonist
DB00502	BE0000650	other/unknown
DB00502	BE0000650	inverse agonist
DB00503	BE0004854	inhibitor
DB00503	BE0004854	activator
DB00503	BE0000956	inhibitor
DB00503	BE0000956	activator
DB00504	BE0000770	partial agonist
DB00505	BE0000045	antagonist
DB00505	BE0000092	antagonist
DB00505	BE0000560	antagonist
DB00507	BE0002674	antagonist
DB00507	BE0002674	inhibitor
DB00508	BE0000756	antagonist
DB00508	BE0000020	antagonist
DB00508	BE0000393	antagonist
DB00508	BE0000092	antagonist
DB00508	BE0000560	antagonist
DB00509	BE0000687	agonist
DB00509	BE0000315	agonist
DB00509	BE0000507	agonist
DB00511	BE0000732	inhibitor
DB00512	BE0004826	ligand
DB00513	BE0000211	inhibitor
DB00513	BE0000211	antagonist
DB00513	BE0000211	other
DB00513	BE0001088	inhibitor
DB00513	BE0001088	antagonist
DB00513	BE0001088	other
DB00513	BE0001283	inhibitor
DB00513	BE0001283	antagonist
DB00513	BE0001283	other
DB00514	BE0000156	agonist
DB00514	BE0000156	antagonist
DB00514	BE0000156	inhibitor
DB00514	BE0000156	binder
DB00514	BE0000290	agonist
DB00514	BE0000290	antagonist
DB00514	BE0000290	inhibitor
DB00514	BE0000290	binder
DB00514	BE0000738	agonist
DB00514	BE0000738	antagonist
DB00514	BE0000738	inhibitor
DB00514	BE0000738	binder
DB00514	BE0000641	agonist
DB00514	BE0000641	antagonist
DB00514	BE0000641	inhibitor
DB00514	BE0000641	binder
DB00514	BE0000749	agonist
DB00514	BE0000749	antagonist
DB00514	BE0000749	inhibitor
DB00514	BE0000749	binder
DB00514	BE0004896	agonist
DB00514	BE0004896	antagonist
DB00514	BE0004896	inhibitor
DB00514	BE0004896	binder
DB00514	BE0003585	agonist
DB00514	BE0003585	antagonist
DB00514	BE0003585	inhibitor
DB00514	BE0003585	binder
DB00514	BE0000849	agonist
DB00514	BE0000849	antagonist
DB00514	BE0000849	inhibitor
DB00514	BE0000849	binder
DB00514	BE0003584	agonist
DB00514	BE0003584	antagonist
DB00514	BE0003584	inhibitor
DB00514	BE0003584	binder
DB00514	BE0000850	agonist
DB00514	BE0000850	antagonist
DB00514	BE0000850	inhibitor
DB00514	BE0000850	binder
DB00514	BE0002341	agonist
DB00514	BE0002341	antagonist
DB00514	BE0002341	inhibitor
DB00514	BE0002341	binder
DB00514	BE0000770	agonist
DB00514	BE0000770	antagonist
DB00514	BE0000770	inhibitor
DB00514	BE0000770	binder
DB00514	BE0000420	agonist
DB00514	BE0000420	antagonist
DB00514	BE0000420	inhibitor
DB00514	BE0000420	binder
DB00514	BE0000632	agonist
DB00514	BE0000632	antagonist
DB00514	BE0000632	inhibitor
DB00514	BE0000632	binder
DB00514	BE0004904	agonist
DB00514	BE0004904	antagonist
DB00514	BE0004904	inhibitor
DB00514	BE0004904	binder
DB00514	BE0000486	agonist
DB00514	BE0000486	antagonist
DB00514	BE0000486	inhibitor
DB00514	BE0000486	binder
DB00515	BE0004796	cross-linking/alkylation
DB00515	BE0008954	cross-linking/alkylation
DB00515	BE0000910	cross-linking/alkylation
DB00515	BE0000510	cross-linking/alkylation
DB00515	BE0002833	cross-linking/alkylation
DB00517	BE0000092	antagonist
DB00517	BE0000560	antagonist
DB00517	BE0000045	antagonist
DB00518	BE0001340	inhibitor
DB00518	BE0004789	inhibitor
DB00518	BE0001367	inhibitor
DB00518	BE0001487	inhibitor
DB00519	BE0000221	inhibitor
DB00520	BE0004669	inhibitor
DB00521	BE0000694	antagonist
DB00521	BE0000694	partial agonist
DB00521	BE0000172	antagonist
DB00521	BE0000172	partial agonist
DB00522	BE0002128	ligand
DB00523	BE0000663	agonist
DB00523	BE0000412	agonist
DB00523	BE0000206	agonist
DB00523	BE0000078	agonist
DB00523	BE0000144	agonist
DB00523	BE0000707	agonist
DB00523	BE0000970	agonist
DB00523	BE0008996	agonist
DB00523	BE0009043	agonist
DB00524	BE0000419	inhibitor
DB00525	BE0004670	inhibitor
DB00526	BE0004796	cross-linking/alkylation
DB00527	BE0000177	inhibitor
DB00527	BE0000197	inhibitor
DB00527	BE0000418	inhibitor
DB00528	BE0000679	inhibitor
DB00529	BE0000343	inhibitor
DB00529	BE0000308	inhibitor
DB00530	BE0000767	antagonist
DB00530	BE0000767	agonist
DB00530	BE0000956	antagonist
DB00530	BE0000956	agonist
DB00531	BE0004796	cross-linking/alkylation
DB00531	BE0000956	cross-linking/alkylation
DB00532	BE0000197	inhibitor
DB00532	BE0000197	activator
DB00532	BE0000956	inhibitor
DB00532	BE0000956	activator
DB00533	BE0000262	inhibitor
DB00533	BE0000262	other/unknown
DB00533	BE0001046	inhibitor
DB00533	BE0001046	other/unknown
DB00534	BE0000502	inducer
DB00534	BE0000502	inhibitor
DB00534	BE0000152	inducer
DB00534	BE0000152	inhibitor
DB00535	BE0003621	inhibitor
DB00535	BE0003622	inhibitor
DB00535	BE0001075	inhibitor
DB00535	BE0009685	inhibitor
DB00536	BE0000567	inhibitor
DB00536	BE0003317	inhibitor
DB00536	BE0004796	inhibitor
DB00536	BE0004524	inhibitor
DB00536	BE0001248	inhibitor
DB00536	BE0000133	inhibitor
DB00536	BE0002994	inhibitor
DB00537	BE0000429	inhibitor
DB00537	BE0000366	inhibitor
DB00537	BE0000742	inhibitor
DB00537	BE0000090	inhibitor
DB00537	BE0008382	inhibitor
DB00537	BE0008383	inhibitor
DB00537	BE0008386	inhibitor
DB00537	BE0008387	inhibitor
DB00537	BE0008392	inhibitor
DB00537	BE0008384	inhibitor
DB00537	BE0008385	inhibitor
DB00539	BE0000123	modulator
DB00539	BE0000685	modulator
DB00540	BE0000486	inhibitor
DB00540	BE0000486	antagonist
DB00540	BE0000486	downregulator
DB00540	BE0000486	binder
DB00540	BE0000749	inhibitor
DB00540	BE0000749	antagonist
DB00540	BE0000749	downregulator
DB00540	BE0000749	binder
DB00540	BE0000451	inhibitor
DB00540	BE0000451	antagonist
DB00540	BE0000451	downregulator
DB00540	BE0000451	binder
DB00540	BE0000291	inhibitor
DB00540	BE0000291	antagonist
DB00540	BE0000291	downregulator
DB00540	BE0000291	binder
DB00540	BE0000442	inhibitor
DB00540	BE0000442	antagonist
DB00540	BE0000442	downregulator
DB00540	BE0000442	binder
DB00540	BE0000501	inhibitor
DB00540	BE0000501	antagonist
DB00540	BE0000501	downregulator
DB00540	BE0000501	binder
DB00540	BE0000715	inhibitor
DB00540	BE0000715	antagonist
DB00540	BE0000715	downregulator
DB00540	BE0000715	binder
DB00540	BE0000533	inhibitor
DB00540	BE0000533	antagonist
DB00540	BE0000533	downregulator
DB00540	BE0000533	binder
DB00540	BE0000575	inhibitor
DB00540	BE0000575	antagonist
DB00540	BE0000575	downregulator
DB00540	BE0000575	binder
DB00540	BE0004864	inhibitor
DB00540	BE0004864	antagonist
DB00540	BE0004864	downregulator
DB00540	BE0004864	binder
DB00540	BE0004872	inhibitor
DB00540	BE0004872	antagonist
DB00540	BE0004872	downregulator
DB00540	BE0004872	binder
DB00540	BE0000756	inhibitor
DB00540	BE0000756	antagonist
DB00540	BE0000756	downregulator
DB00540	BE0000756	binder
DB00540	BE0004897	inhibitor
DB00540	BE0004897	antagonist
DB00540	BE0004897	downregulator
DB00540	BE0004897	binder
DB00540	BE0004882	inhibitor
DB00540	BE0004882	antagonist
DB00540	BE0004882	downregulator
DB00540	BE0004882	binder
DB00540	BE0004890	inhibitor
DB00540	BE0004890	antagonist
DB00540	BE0004890	downregulator
DB00540	BE0004890	binder
DB00541	BE0000143	inhibitor
DB00541	BE0001391	inhibitor
DB00542	BE0000221	inhibitor
DB00543	BE0000486	inhibitor
DB00543	BE0000486	antagonist
DB00543	BE0000486	binder
DB00543	BE0000749	inhibitor
DB00543	BE0000749	antagonist
DB00543	BE0000749	binder
DB00543	BE0000756	inhibitor
DB00543	BE0000756	antagonist
DB00543	BE0000756	binder
DB00543	BE0000020	inhibitor
DB00543	BE0000020	antagonist
DB00543	BE0000020	binder
DB00543	BE0000289	inhibitor
DB00543	BE0000289	antagonist
DB00543	BE0000289	binder
DB00543	BE0000501	inhibitor
DB00543	BE0000501	antagonist
DB00543	BE0000501	binder
DB00543	BE0000092	inhibitor
DB00543	BE0000092	antagonist
DB00543	BE0000092	binder
DB00543	BE0000795	inhibitor
DB00543	BE0000795	antagonist
DB00543	BE0000795	binder
DB00543	BE0000451	inhibitor
DB00543	BE0000451	antagonist
DB00543	BE0000451	binder
DB00543	BE0000533	inhibitor
DB00543	BE0000533	antagonist
DB00543	BE0000533	binder
DB00543	BE0000945	inhibitor
DB00543	BE0000945	antagonist
DB00543	BE0000945	binder
DB00543	BE0000650	inhibitor
DB00543	BE0000650	antagonist
DB00543	BE0000650	binder
DB00543	BE0000581	inhibitor
DB00543	BE0000581	antagonist
DB00543	BE0000581	binder
DB00543	BE0000389	inhibitor
DB00543	BE0000389	antagonist
DB00543	BE0000389	binder
DB00543	BE0000442	inhibitor
DB00543	BE0000442	antagonist
DB00543	BE0000442	binder
DB00543	BE0004863	inhibitor
DB00543	BE0004863	antagonist
DB00543	BE0004863	binder
DB00543	BE0004890	inhibitor
DB00543	BE0004890	antagonist
DB00543	BE0004890	binder
DB00543	BE0000393	inhibitor
DB00543	BE0000393	antagonist
DB00543	BE0000393	binder
DB00543	BE0000311	inhibitor
DB00543	BE0000311	antagonist
DB00543	BE0000311	binder
DB00543	BE0000291	inhibitor
DB00543	BE0000291	antagonist
DB00543	BE0000291	binder
DB00543	BE0000797	inhibitor
DB00543	BE0000797	antagonist
DB00543	BE0000797	binder
DB00543	BE0004864	inhibitor
DB00543	BE0004864	antagonist
DB00543	BE0004864	binder
DB00543	BE0000146	inhibitor
DB00543	BE0000146	antagonist
DB00543	BE0000146	binder
DB00543	BE0004797	inhibitor
DB00543	BE0004797	antagonist
DB00543	BE0004797	binder
DB00543	BE0000647	inhibitor
DB00543	BE0000647	antagonist
DB00543	BE0000647	binder
DB00544	BE0000324	other/unknown
DB00544	BE0000324	incorporation into and destabilization
DB00544	BE0004796	other/unknown
DB00544	BE0004796	incorporation into and destabilization
DB00544	BE0004810	other/unknown
DB00544	BE0004810	incorporation into and destabilization
DB00545	BE0000426	antagonist
DB00545	BE0000426	inhibitor
DB00545	BE0002180	antagonist
DB00545	BE0002180	inhibitor
DB00545	BE0000530	antagonist
DB00545	BE0000530	inhibitor
DB00546	BE0004797	positive allosteric modulator
DB00546	BE0004797	ligand
DB00546	BE0008668	positive allosteric modulator
DB00546	BE0008668	ligand
DB00547	BE0000794	agonist
DB00548	BE0000474	inhibitor
DB00548	BE0003610	inhibitor
DB00548	BE0000585	inhibitor
DB00548	BE0000252	inhibitor
DB00548	BE0000498	inhibitor
DB00549	BE0000705	antagonist
DB00550	BE0000507	inhibitor
DB00551	BE0000334	inhibitor
DB00551	BE0001198	inhibitor
DB00552	BE0002214	inhibitor
DB00553	BE0004796	intercalation
DB00554	BE0000262	inhibitor
DB00554	BE0000017	inhibitor
DB00555	BE0009609	inhibitor
DB00555	BE0009609	agonist
DB00555	BE0009609	antagonist
DB00555	BE0009609	inducer
DB00555	BE0009738	inhibitor
DB00555	BE0009738	agonist
DB00555	BE0009738	antagonist
DB00555	BE0009738	inducer
DB00555	BE0000013	inhibitor
DB00555	BE0000013	agonist
DB00555	BE0000013	antagonist
DB00555	BE0000013	inducer
DB00555	BE0000924	inhibitor
DB00555	BE0000924	agonist
DB00555	BE0000924	antagonist
DB00555	BE0000924	inducer
DB00555	BE0000501	inhibitor
DB00555	BE0000501	agonist
DB00555	BE0000501	antagonist
DB00555	BE0000501	inducer
DB00555	BE0000289	inhibitor
DB00555	BE0000289	agonist
DB00555	BE0000289	antagonist
DB00555	BE0000289	inducer
DB00555	BE0000172	inhibitor
DB00555	BE0000172	agonist
DB00555	BE0000172	antagonist
DB00555	BE0000172	inducer
DB00555	BE0004889	inhibitor
DB00555	BE0004889	agonist
DB00555	BE0004889	antagonist
DB00555	BE0004889	inducer
DB00555	BE0000756	inhibitor
DB00555	BE0000756	agonist
DB00555	BE0000756	antagonist
DB00555	BE0000756	inducer
DB00555	BE0004797	inhibitor
DB00555	BE0004797	agonist
DB00555	BE0004797	antagonist
DB00555	BE0004797	inducer
DB00555	BE0008668	inhibitor
DB00555	BE0008668	agonist
DB00555	BE0008668	antagonist
DB00555	BE0008668	inducer
DB00555	BE0000442	inhibitor
DB00555	BE0000442	agonist
DB00555	BE0000442	antagonist
DB00555	BE0000442	inducer
DB00555	BE0000632	inhibitor
DB00555	BE0000632	agonist
DB00555	BE0000632	antagonist
DB00555	BE0000632	inducer
DB00555	BE0004661	inhibitor
DB00555	BE0004661	agonist
DB00555	BE0004661	antagonist
DB00555	BE0004661	inducer
DB00555	BE0000451	inhibitor
DB00555	BE0000451	agonist
DB00555	BE0000451	antagonist
DB00555	BE0000451	inducer
DB00555	BE0000311	inhibitor
DB00555	BE0000311	agonist
DB00555	BE0000311	antagonist
DB00555	BE0000311	inducer
DB00555	BE0000640	inhibitor
DB00555	BE0000640	agonist
DB00555	BE0000640	antagonist
DB00555	BE0000640	inducer
DB00557	BE0000442	inverse agonist
DB00557	BE0000442	inhibitor
DB00557	BE0000090	inverse agonist
DB00557	BE0000090	inhibitor
DB00558	BE0000057	inhibitor
DB00558	BE0003527	inhibitor
DB00558	BE0003200	inhibitor
DB00559	BE0000521	antagonist
DB00559	BE0000043	antagonist
DB00560	BE0004799	adduct
DB00560	BE0000127	adduct
DB00560	BE0000279	adduct
DB00560	BE0003709	adduct
DB00560	BE0003708	adduct
DB00560	BE0003710	adduct
DB00561	BE0003582	inhibitor
DB00561	BE0003583	inhibitor
DB00562	BE0000419	inhibitor
DB00562	BE0000267	inhibitor
DB00562	BE0000322	inhibitor
DB00562	BE0000535	inhibitor
DB00562	BE0002437	inhibitor
DB00562	BE0001653	inhibitor
DB00562	BE0009965	inhibitor
DB00563	BE0000330	inhibitor
DB00563	BE0000324	inhibitor
DB00563	BE0001240	inhibitor
DB00564	BE0009738	inhibitor
DB00564	BE0009738	activator
DB00564	BE0000849	inhibitor
DB00564	BE0000849	activator
DB00564	BE0000956	inhibitor
DB00564	BE0000956	activator
DB00565	BE0000738	antagonist
DB00566	BE0004808	chelator
DB00566	BE0004814	chelator
DB00566	BE0004802	chelator
DB00566	BE0004813	chelator
DB00567	BE0004643	inhibitor
DB00567	BE0004644	inhibitor
DB00567	BE0004335	inhibitor
DB00567	BE0003624	inhibitor
DB00567	BE0004290	inhibitor
DB00568	BE0000442	antagonist
DB00568	BE0000442	inhibitor
DB00568	BE0000442	other/unknown
DB00568	BE0000442	binder
DB00568	BE0000430	antagonist
DB00568	BE0000430	inhibitor
DB00568	BE0000430	other/unknown
DB00568	BE0000430	binder
DB00568	BE0002359	antagonist
DB00568	BE0002359	inhibitor
DB00568	BE0002359	other/unknown
DB00568	BE0002359	binder
DB00568	BE0002357	antagonist
DB00568	BE0002357	inhibitor
DB00568	BE0002357	other/unknown
DB00568	BE0002357	binder
DB00568	BE0002355	antagonist
DB00568	BE0002355	inhibitor
DB00568	BE0002355	other/unknown
DB00568	BE0002355	binder
DB00568	BE0000483	antagonist
DB00568	BE0000483	inhibitor
DB00568	BE0000483	other/unknown
DB00568	BE0000483	binder
DB00568	BE0000864	antagonist
DB00568	BE0000864	inhibitor
DB00568	BE0000864	other/unknown
DB00568	BE0000864	binder
DB00568	BE0000012	antagonist
DB00568	BE0000012	inhibitor
DB00568	BE0000012	other/unknown
DB00568	BE0000012	binder
DB00568	BE0000756	antagonist
DB00568	BE0000756	inhibitor
DB00568	BE0000756	other/unknown
DB00568	BE0000756	binder
DB00568	BE0004889	antagonist
DB00568	BE0004889	inhibitor
DB00568	BE0004889	other/unknown
DB00568	BE0004889	binder
DB00568	BE0004890	antagonist
DB00568	BE0004890	inhibitor
DB00568	BE0004890	other/unknown
DB00568	BE0004890	binder
DB00569	BE0000280	potentiator
DB00569	BE0000280	inhibitor
DB00569	BE0000216	potentiator
DB00569	BE0000216	inhibitor
DB00570	BE0001340	adduct
DB00570	BE0001340	other/unknown
DB00570	BE0000143	adduct
DB00570	BE0000143	other/unknown
DB00570	BE0003711	adduct
DB00570	BE0003711	other/unknown
DB00570	BE0003713	adduct
DB00570	BE0003713	other/unknown
DB00570	BE0003712	adduct
DB00570	BE0003712	other/unknown
DB00570	BE0001040	adduct
DB00570	BE0001040	other/unknown
DB00571	BE0000172	antagonist
DB00571	BE0000172	other/unknown
DB00571	BE0000694	antagonist
DB00571	BE0000694	other/unknown
DB00571	BE0001012	antagonist
DB00571	BE0001012	other/unknown
DB00571	BE0000291	antagonist
DB00571	BE0000291	other/unknown
DB00571	BE0000797	antagonist
DB00571	BE0000797	other/unknown
DB00572	BE0000092	antagonist
DB00572	BE0000560	antagonist
DB00572	BE0000045	antagonist
DB00572	BE0000405	antagonist
DB00572	BE0000247	antagonist
DB00572	BE0000433	antagonist
DB00572	BE0000849	antagonist
DB00572	BE0000850	antagonist
DB00573	BE0000262	inhibitor
DB00573	BE0000262	activator
DB00573	BE0000017	inhibitor
DB00573	BE0000017	activator
DB00573	BE0000071	inhibitor
DB00573	BE0000071	activator
DB00573	BE0000215	inhibitor
DB00573	BE0000215	activator
DB00574	BE0000749	substrate
DB00574	BE0000749	inhibitor
DB00574	BE0000749	agonist
DB00574	BE0000749	antagonist
DB00574	BE0000659	substrate
DB00574	BE0000659	inhibitor
DB00574	BE0000659	agonist
DB00574	BE0000659	antagonist
DB00574	BE0000533	substrate
DB00574	BE0000533	inhibitor
DB00574	BE0000533	agonist
DB00574	BE0000533	antagonist
DB00574	BE0000156	substrate
DB00574	BE0000156	inhibitor
DB00574	BE0000156	agonist
DB00574	BE0000156	antagonist
DB00574	BE0000451	substrate
DB00574	BE0000451	inhibitor
DB00574	BE0000451	agonist
DB00574	BE0000451	antagonist
DB00574	BE0000393	substrate
DB00574	BE0000393	inhibitor
DB00574	BE0000393	agonist
DB00574	BE0000393	antagonist
DB00574	BE0000291	substrate
DB00574	BE0000291	inhibitor
DB00574	BE0000291	agonist
DB00574	BE0000291	antagonist
DB00575	BE0000289	agonist
DB00575	BE0000572	agonist
DB00575	BE0000342	agonist
DB00575	BE0000501	agonist
DB00575	BE0000575	agonist
DB00575	BE0000715	agonist
DB00576	BE0000803	inhibitor
DB00577	BE0000308	inhibitor
DB00577	BE0000308	substrate
DB00577	BE0000458	inhibitor
